date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:39:02	429180/429180	---M--	200	added ('OK')	application/pdf	etag:%229c17eeac4680d11:0%22	http://www.indusschool.com/InternationalSchool/Bangalore/UploadFiles-Images/Category/News-Events/Boarders%20Wellness%20Talk%20-%20March%205,%202016.pdf	C:/Indus/Indus/www.indusschool.com/InternationalSchool/Bangalore/UploadFiles-Images/Category/News-Events/Boarders%20Wellness%20Talk%20-%20March%205,%202016.pdf	(from http://www.indusschool.com/InternationalSchool/PopupHmPgDetails.aspx?DataId=1764&CtgId=14)
10:39:02	624092/624092	---M--	200	added ('OK')	application/pdf	etag:%22aa933834580d11:0%22	http://www.indusschool.com/InternationalSchool/Bangalore/UploadFiles-Images/Category/News-Events/120%20km%20Cycling%20Expedition%20-%20February%2012,%202016.pdf	C:/Indus/Indus/www.indusschool.com/InternationalSchool/Bangalore/UploadFiles-Images/Category/News-Events/120%20km%20Cycling%20Expedition%20-%20February%2012,%202016.pdf	(from http://www.indusschool.com/InternationalSchool/PopupHmPgDetails.aspx?DataId=1759&CtgId=14)
10:39:23	564066/564066	---M--	200	added ('OK')	application/pdf	etag:%22b6433b3e4580d11:0%22	http://www.indusschool.com/InternationalSchool/Bangalore/UploadFiles-Images/Category/News-Events/Boarders%20Trip%20to%20Shimoga%20-%20February%205,%202016.pdf	C:/Indus/Indus/www.indusschool.com/InternationalSchool/Bangalore/UploadFiles-Images/Category/News-Events/Boarders%20Trip%20to%20Shimoga%20-%20February%205,%202016.pdf	(from http://www.indusschool.com/InternationalSchool/PopupHmPgDetails.aspx?DataId=1758&CtgId=14)
10:39:52	695045/695045	---M--	200	added ('OK')	application/pdf	etag:%2272e4ce1c4680d11:0%22	http://www.indusschool.com/InternationalSchool/Bangalore/UploadFiles-Images/Category/News-Events/Grade%205%20Business%20Fete%20-%20February%2024,%202016.pdf	C:/Indus/Indus/www.indusschool.com/InternationalSchool/Bangalore/UploadFiles-Images/Category/News-Events/Grade%205%20Business%20Fete%20-%20February%2024,%202016.pdf	(from http://www.indusschool.com/InternationalSchool/PopupHmPgDetails.aspx?DataId=1762&CtgId=14)
10:39:52	73/73	---M--	200	added ('OK')	image/gif	date:Fri,%2001%20Oct%202010%2003:49:34%20GMT	http://www.indusschool.com/WebResource.axd?d=0XakoEXSYcVrKWfIW8-nZ3iG_fJccdoenBAysgfF__ki8LNtxsVR5uggqItEk5zEFO6a_Xmza9e36p6IpOyWJFZkbs6azJ5NQAZ5T53WfVIIOZixuv-mUL6CuvaX0oOndYOWUwPled8LEYha9TR8hqt5YoI1&t=634215215747676250	C:/Indus/Indus/www.indusschool.com/WebResource840e.gif	(from http://www.indusschool.com/WebResource.axd?d=hNJXnsAeqbjolXSF6FZskxWD4aCtRjZeH8lHMxwsAyvXldXn3VAPEHBYBtQmLlKq27eXNk-G9LRmB0JxW_5aeL8V43LIImD37L3tP6F6bMWoz4ThKw70VqG-LrixvqpwCSB3gapAswFh36YSl3rPycLzmb01&t=634215215747676250)
10:39:52	73/73	---M--	200	added ('OK')	image/gif	date:Fri,%2001%20Oct%202010%2003:49:34%20GMT	http://www.indusschool.com/WebResource.axd?d=ZXtZJ5xhUQLU1FJkpK0ZN0QspsW-Vv-7-TJckpwhumfz1ZpKeDOMkIRIvXkeVGpbp0-7BOKwELu6yVxjb1LtHq41ewvM5fQ5B99q1zyWqxe7PjnxIDlhXCzShpb9D9R4NmMLefM520FEPgm7y8oNQ7P5HdE1&t=634215215747676250	C:/Indus/Indus/www.indusschool.com/WebResource4fd8.gif	(from http://www.indusschool.com/WebResource.axd?d=hNJXnsAeqbjolXSF6FZskxWD4aCtRjZeH8lHMxwsAyvXldXn3VAPEHBYBtQmLlKq27eXNk-G9LRmB0JxW_5aeL8V43LIImD37L3tP6F6bMWoz4ThKw70VqG-LrixvqpwCSB3gapAswFh36YSl3rPycLzmb01&t=634215215747676250)
10:39:52	103/103	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2005:09:48%20GMT	http://www.indusschool.com/EForms/images/onlineAppForm/crop/icons/pop_head_bg.gif	C:/Indus/Indus/www.indusschool.com/EForms/images/onlineAppForm/crop/icons/pop_head_bg.163.delayed	(from http://www.indusschool.com/InternationalSchool/Bangalore/APPLICATION%20FORM_files/main_002.css)
10:39:53	103/103	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2005:09:49%20GMT	http://www.indusschool.com/EForms/images/onlineAppForm/crop/icons/popupCloseIcon.png	C:/Indus/Indus/www.indusschool.com/EForms/images/onlineAppForm/crop/icons/popupCloseIcon.164.delayed	(from http://www.indusschool.com/InternationalSchool/Bangalore/APPLICATION%20FORM_files/main_002.css)
10:39:53	103/103	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2005:09:49%20GMT	http://www.indusschool.com/InternationalSchool/Bangalore/APPLICATION%20FORM_files/Jcrop.gif	C:/Indus/Indus/www.indusschool.com/InternationalSchool/Bangalore/APPLICATION%20FORM_files/Jcrop.165.delayed	(from http://www.indusschool.com/InternationalSchool/Bangalore/APPLICATION%20FORM_files/jquery.css)
10:39:53	103/103	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2005:09:49%20GMT	http://www.indusschool.com/InternationalSchool/images/blank.gif	C:/Indus/Indus/www.indusschool.com/InternationalSchool/images/blank.166.delayed	(from http://www.indusschool.com/InternationalSchool/css/lightbox.css)
